precision,language,idx,nll,chars
bf16,English,183,51.98844528198242,65
bf16,English,184,50.540191650390625,70
bf16,English,185,74.55494689941406,64
bf16,English,186,149.61273193359375,246
bf16,English,187,39.05322265625,48
bf16,English,188,157.52166748046875,294
bf16,English,189,121.25198364257812,170
bf16,English,190,85.56949615478516,123
bf16,English,191,121.46705627441406,170
bf16,English,192,77.52152252197266,133
bf16,English,193,47.40298080444336,86
bf16,English,194,69.038818359375,141
bf16,English,195,57.801300048828125,93
bf16,English,196,56.609214782714844,50
bf16,English,197,72.80935668945312,80
bf16,English,198,75.34262084960938,95
bf16,English,199,49.866920471191406,87
bf16,English,200,103.7602310180664,164
bf16,English,201,112.06160736083984,195
bf16,English,202,108.35897827148438,171
bf16,English,203,137.00225830078125,186
bf16,English,204,79.98863220214844,125
bf16,English,205,78.74039459228516,255
bf16,English,206,126.09305572509766,240
bf16,English,207,55.48504638671875,85
bf16,English,208,58.96803283691406,118
bf16,English,209,82.12037658691406,145
bf16,English,210,70.2705078125,150
bf16,English,211,73.45980834960938,93
bf16,English,212,74.6326675415039,130
bf16,English,213,78.66817474365234,162
bf16,English,214,216.41123962402344,345
bf16,English,215,131.95310974121094,201
bf16,English,216,96.89822387695312,137
bf16,English,217,81.65853881835938,109
bf16,English,218,169.0970458984375,255
bf16,English,219,199.42893981933594,378
bf16,English,220,68.22257995605469,97
bf16,English,221,50.92680358886719,49
bf16,English,222,118.04642486572266,312
bf16,English,223,130.38372802734375,242
bf16,English,224,46.267799377441406,54
bf16,English,225,93.26704406738281,151
bf16,English,226,124.36296081542969,124
bf16,English,227,92.97178649902344,67
bf16,English,228,126.22623443603516,110
bf16,English,229,100.0625228881836,195
bf16,English,230,55.14878845214844,88
bf16,English,231,75.08482360839844,87
bf16,English,232,201.3046875,235
bf16,English,233,74.5010986328125,109
bf16,English,234,65.74443817138672,116
bf16,English,235,77.41413879394531,116
bf16,English,236,86.07342529296875,151
bf16,English,237,116.97866821289062,192
bf16,English,238,108.0108642578125,185
bf16,English,239,86.25863647460938,168
bf16,English,240,40.38817596435547,77
bf16,English,241,88.4381332397461,162
bf16,English,242,88.2632827758789,125
bf16,English,243,55.739986419677734,150
bf16,English,244,125.96434783935547,162
bf16,English,245,44.48502731323242,34
bf16,English,246,172.30821228027344,336
bf16,English,247,67.58279418945312,70
bf16,English,248,115.5204849243164,147
bf16,English,249,71.67340087890625,95
bf16,English,250,63.68989562988281,65
bf16,English,251,132.3295440673828,303
bf16,English,252,36.534942626953125,33
bf16,English,253,77.48899841308594,122
bf16,English,254,140.38827514648438,193
bf16,English,255,66.21192932128906,111
bf16,Hindi,0,173.28652954101562,135
bf16,Hindi,1,182.73463439941406,183
bf16,Hindi,2,96.61965942382812,69
bf16,Hindi,3,127.68666076660156,169
bf16,Hindi,4,119.52253723144531,140
bf16,Hindi,5,208.3240966796875,124
bf16,Hindi,6,106.42769622802734,113
bf16,Hindi,7,95.02131652832031,62
bf16,Hindi,8,158.34803771972656,127
bf16,Hindi,9,75.31214904785156,50
bf16,Hindi,10,112.13479614257812,94
bf16,Hindi,11,207.58738708496094,166
bf16,Hindi,12,103.10829162597656,119
bf16,Hindi,13,99.91228485107422,127
bf16,Hindi,14,204.25796508789062,186
bf16,Hindi,15,238.8558349609375,179
bf16,Hindi,16,255.45162963867188,230
bf16,Hindi,17,130.23910522460938,99
bf16,Hindi,18,151.08558654785156,179
bf16,Hindi,19,332.845947265625,316
bf16,Hindi,20,115.0333023071289,110
bf16,Hindi,21,130.7821807861328,149
bf16,Hindi,22,58.324623107910156,78
bf16,Hindi,23,98.08711242675781,66
bf16,Hindi,24,79.64334106445312,75
bf16,Hindi,25,168.14016723632812,200
bf16,Hindi,26,92.333740234375,123
bf16,Hindi,27,96.69003295898438,90
bf16,Hindi,28,115.06095123291016,62
bf16,Hindi,29,60.08153533935547,63
bf16,Hindi,30,90.96823120117188,90
bf16,Hindi,31,128.1834716796875,110
bf16,Hindi,32,168.9266357421875,128
bf16,Hindi,33,170.71701049804688,135
bf16,Hindi,34,110.73025512695312,102
bf16,Hindi,35,143.7015380859375,139
bf16,Hindi,36,155.22415161132812,158
bf16,Hindi,37,134.59730529785156,133
bf16,Hindi,38,140.738525390625,140
bf16,Hindi,39,89.57987976074219,100
bf16,Hindi,40,102.73487854003906,122
bf16,Hindi,41,222.13787841796875,212
bf16,Hindi,42,68.90696716308594,92
bf16,Hindi,43,242.12930297851562,278
bf16,Hindi,44,210.72186279296875,206
bf16,Hindi,45,98.16178894042969,103
bf16,Hindi,46,85.26367950439453,80
bf16,Hindi,47,187.73947143554688,195
bf16,Hindi,48,135.97848510742188,107
bf16,Hindi,49,131.1778564453125,125
bf16,Hindi,50,188.7791748046875,130
bf16,Hindi,51,252.10653686523438,283
bf16,Hindi,52,143.2886505126953,144
bf16,Hindi,53,149.02304077148438,129
bf16,Hindi,54,176.00534057617188,197
bf16,Hindi,55,139.392333984375,111
bf16,Hindi,56,302.1786804199219,267
bf16,Hindi,57,136.1463623046875,116
bf16,Hindi,58,160.24868774414062,152
bf16,Hindi,59,135.75106811523438,149
bf16,Hindi,60,282.90020751953125,281
bf16,Hindi,61,129.4888153076172,127
bf16,Hindi,62,104.87016296386719,92
bf16,Hindi,63,133.5312042236328,121
bf16,Hindi,64,273.3427734375,242
bf16,Hindi,65,115.78221130371094,119
bf16,Hindi,66,399.0242919921875,436
bf16,Hindi,67,153.03182983398438,252
bf16,Hindi,68,88.61329650878906,92
bf16,Hindi,69,227.28968811035156,301
bf16,Hindi,70,148.75091552734375,195
bf16,Hindi,71,325.28802490234375,333
bf16,Hindi,72,245.39999389648438,230
bf16,Hindi,73,217.65609741210938,200
bf16,Hindi,74,271.3897705078125,235
bf16,Hindi,75,67.1998519897461,62
bf16,Hindi,76,80.85653686523438,75
bf16,Hindi,77,107.87126159667969,114
bf16,Hindi,78,281.094482421875,326
bf16,Hindi,79,306.4112548828125,396
bf16,Hindi,80,124.575927734375,124
bf16,Hindi,81,121.2667236328125,142
bf16,Hindi,82,184.3429412841797,165
bf16,Hindi,83,246.29299926757812,223
bf16,Hindi,84,101.77645874023438,64
bf16,Hindi,85,280.4660339355469,314
bf16,Hindi,86,74.95182800292969,77
bf16,Hindi,87,72.93850708007812,55
bf16,Hindi,88,108.37581634521484,98
bf16,Hindi,89,130.37954711914062,131
bf16,Hindi,90,82.59441375732422,95
bf16,Hindi,91,78.45716094970703,108
bf16,Hindi,92,130.8873291015625,127
bf16,Hindi,93,146.03810119628906,134
bf16,Hindi,94,93.95883178710938,90
bf16,Hindi,95,130.03561401367188,123
bf16,Hindi,96,79.14418029785156,66
bf16,Hindi,97,186.10574340820312,164
bf16,Hindi,98,219.71240234375,192
bf16,Hindi,99,203.77789306640625,188
bf16,Hindi,100,87.50196075439453,114
bf16,Hindi,101,201.16921997070312,164
bf16,Hindi,102,112.67497253417969,81
bf16,Hindi,103,71.1268539428711,43
bf16,Hindi,104,90.2670669555664,55
bf16,Hindi,105,40.05685043334961,44
bf16,Hindi,106,87.61534881591797,114
bf16,Hindi,107,75.61637878417969,63
bf16,Hindi,108,331.6939392089844,275
bf16,Hindi,109,196.47808837890625,191
bf16,Hindi,110,127.90376281738281,107
bf16,Hindi,111,117.91285705566406,144
bf16,Hindi,112,106.92805480957031,96
bf16,Hindi,113,71.69683837890625,55
bf16,Hindi,114,249.47117614746094,228
bf16,Hindi,115,181.9188232421875,120
bf16,Hindi,116,210.84532165527344,182
bf16,Hindi,117,197.71209716796875,194
bf16,Hindi,118,60.19969940185547,51
bf16,Hindi,119,329.6150207519531,332
bf16,Hindi,120,176.57203674316406,159
bf16,Hindi,121,186.90737915039062,141
bf16,Hindi,122,69.84614562988281,73
bf16,Hindi,123,96.59371948242188,72
bf16,Hindi,124,107.49471282958984,82
bf16,Hindi,125,135.65646362304688,92
bf16,Hindi,126,120.58338928222656,103
bf16,Hindi,127,77.09222412109375,86
bf16,Hindi,128,152.7518310546875,103
bf16,Hindi,129,145.245849609375,120
bf16,Hindi,130,198.52854919433594,149
bf16,Hindi,131,130.1782684326172,82
bf16,Hindi,132,108.21924591064453,114
bf16,Hindi,133,196.9970703125,179
bf16,Hindi,134,190.7430419921875,259
bf16,Hindi,135,300.8434143066406,292
bf16,Hindi,136,147.21505737304688,124
bf16,Hindi,137,79.87693786621094,93
bf16,Hindi,138,207.59210205078125,205
bf16,Hindi,139,124.0640869140625,148
bf16,Hindi,140,137.1771240234375,115
bf16,Hindi,141,170.46212768554688,154
bf16,Hindi,142,228.53482055664062,267
bf16,Hindi,143,155.2939453125,161
bf16,Hindi,144,112.37481689453125,89
bf16,Hindi,145,220.33392333984375,278
bf16,Hindi,146,97.3165054321289,102
bf16,Hindi,147,265.31414794921875,289
bf16,Hindi,148,121.80335998535156,119
bf16,Hindi,149,215.17156982421875,207
bf16,Hindi,150,170.00006103515625,122
bf16,Hindi,151,127.84525299072266,135
bf16,Hindi,152,105.03379821777344,78
bf16,Hindi,153,234.94691467285156,155
bf16,Hindi,154,150.85488891601562,173
bf16,Hindi,155,86.36863708496094,81
bf16,Hindi,156,185.29574584960938,185
bf16,Hindi,157,94.67620849609375,97
bf16,Hindi,158,135.77334594726562,150
bf16,Hindi,159,315.7672119140625,247
bf16,Hindi,160,157.01873779296875,161
bf16,Hindi,161,74.10356140136719,71
bf16,Hindi,162,156.95640563964844,99
bf16,Hindi,163,141.93820190429688,187
bf16,Hindi,164,86.26856994628906,97
bf16,Hindi,165,88.97523498535156,100
bf16,Hindi,166,155.43019104003906,164
bf16,Hindi,167,121.443603515625,84
bf16,Hindi,168,133.55300903320312,120
bf16,Hindi,169,92.74420166015625,70
bf16,Hindi,170,91.38207244873047,92
bf16,Hindi,171,147.16644287109375,131
bf16,Hindi,172,176.7673797607422,158
bf16,Hindi,173,177.11468505859375,146
bf16,Hindi,174,184.30596923828125,183
bf16,Hindi,175,113.28410339355469,131
bf16,Hindi,176,195.40298461914062,159
bf16,Hindi,177,295.35498046875,325
bf16,Hindi,178,135.8408203125,139
bf16,Hindi,179,242.54368591308594,229
bf16,Hindi,180,189.425537109375,164
bf16,Hindi,181,274.283447265625,207
bf16,Hindi,182,142.07040405273438,148
bf16,Hindi,183,60.314056396484375,74
bf16,Hindi,184,85.60818481445312,64
bf16,Hindi,185,103.08332824707031,68
bf16,Hindi,186,250.02415466308594,243
bf16,Hindi,187,59.08209228515625,54
bf16,Hindi,188,289.5746154785156,259
bf16,Hindi,189,164.95608520507812,151
bf16,Hindi,190,109.62953186035156,111
bf16,Hindi,191,204.75,183
bf16,Hindi,192,113.85330200195312,110
bf16,Hindi,193,93.82698059082031,68
bf16,Hindi,194,118.68948364257812,143
bf16,Hindi,195,105.03777313232422,78
bf16,Hindi,196,78.86737060546875,42
bf16,Hindi,197,163.8016357421875,134
bf16,Hindi,198,113.96627807617188,89
bf16,Hindi,199,70.54539489746094,63
bf16,Hindi,200,150.88690185546875,147
bf16,Hindi,201,176.68609619140625,171
bf16,Hindi,202,135.14784240722656,162
bf16,Hindi,203,209.63031005859375,177
bf16,Hindi,204,103.93787384033203,115
bf16,Hindi,205,217.92034912109375,221
bf16,Hindi,206,170.59884643554688,212
bf16,Hindi,207,79.72511291503906,67
bf16,Hindi,208,112.18687438964844,137
bf16,Hindi,209,116.05416870117188,159
bf16,Hindi,210,91.9110107421875,166
bf16,Hindi,211,100.39923858642578,98
bf16,Hindi,212,117.89744567871094,129
bf16,Hindi,213,132.25025939941406,169
bf16,Hindi,214,358.03375244140625,380
bf16,Hindi,215,150.3021697998047,159
bf16,Hindi,216,156.11521911621094,136
bf16,Hindi,217,95.4074478149414,118
bf16,Hindi,218,260.1209411621094,285
bf16,Hindi,219,314.0135498046875,342
bf16,Hindi,220,126.9485855102539,137
bf16,Hindi,221,57.686920166015625,46
bf16,Hindi,222,164.90133666992188,266
bf16,Hindi,223,199.7234344482422,185
bf16,Hindi,224,55.71095275878906,57
bf16,Hindi,225,107.41793823242188,132
bf16,Hindi,226,166.6129150390625,116
bf16,Hindi,227,101.18289184570312,97
bf16,Hindi,228,170.12559509277344,107
bf16,Hindi,229,151.62742614746094,167
bf16,Hindi,230,93.7989273071289,86
bf16,Hindi,231,96.63674926757812,79
bf16,Hindi,232,213.208740234375,185
bf16,Hindi,233,95.5311279296875,108
bf16,Hindi,234,80.88951110839844,101
bf16,Hindi,235,104.43394470214844,97
bf16,Hindi,236,156.03228759765625,135
bf16,Hindi,237,153.5663299560547,179
bf16,Hindi,238,223.16055297851562,234
bf16,Hindi,239,140.531005859375,185
bf16,Hindi,240,71.872314453125,85
bf16,Hindi,241,125.10404968261719,162
bf16,Hindi,242,120.08163452148438,119
bf16,Hindi,243,152.18667602539062,142
bf16,Hindi,244,149.00799560546875,148
bf16,Hindi,245,56.12248229980469,34
bf16,Hindi,246,223.4295654296875,250
bf16,Hindi,247,75.36984252929688,64
bf16,Hindi,248,168.31222534179688,123
bf16,Hindi,249,113.83305358886719,120
bf16,Hindi,250,88.85775756835938,61
bf16,Hindi,251,237.4530029296875,294
bf16,Hindi,252,50.27717971801758,44
bf16,Hindi,253,102.99333190917969,108
bf16,Hindi,254,251.74853515625,202
bf16,Hindi,255,98.8419189453125,103
bf16,Bengali,0,202.08303833007812,161
bf16,Bengali,1,179.1837615966797,169
bf16,Bengali,2,80.09394836425781,57
bf16,Bengali,3,155.03872680664062,152
bf16,Bengali,4,179.79318237304688,148
bf16,Bengali,5,223.88922119140625,170
bf16,Bengali,6,116.89605712890625,102
bf16,Bengali,7,105.40180969238281,54
bf16,Bengali,8,157.84365844726562,122
bf16,Bengali,9,79.30044555664062,47
bf16,Bengali,10,134.26409912109375,92
bf16,Bengali,11,186.8092041015625,155
bf16,Bengali,12,105.14839935302734,80
bf16,Bengali,13,137.38340759277344,107
bf16,Bengali,14,182.61471557617188,179
bf16,Bengali,15,245.63818359375,227
bf16,Bengali,16,215.35606384277344,215
bf16,Bengali,17,154.59368896484375,99
bf16,Bengali,18,200.49276733398438,136
bf16,Bengali,19,377.8258056640625,272
bf16,Bengali,20,127.36555480957031,97
bf16,Bengali,21,165.8807373046875,131
bf16,Bengali,22,71.204833984375,72
bf16,Bengali,23,93.55677795410156,70
bf16,Bengali,24,97.57701110839844,71
bf16,Bengali,25,167.10409545898438,163
bf16,Bengali,26,113.63961029052734,111
bf16,Bengali,27,103.92945861816406,69
bf16,Bengali,28,140.15521240234375,75
bf16,Bengali,29,68.57112121582031,48
bf16,Bengali,30,123.30037689208984,82
bf16,Bengali,31,143.40884399414062,98
bf16,Bengali,32,162.28970336914062,127
bf16,Bengali,33,142.91250610351562,138
bf16,Bengali,34,106.83204650878906,90
bf16,Bengali,35,144.67001342773438,116
bf16,Bengali,36,200.18797302246094,166
bf16,Bengali,37,156.70523071289062,98
bf16,Bengali,38,162.66207885742188,130
bf16,Bengali,39,80.23512268066406,66
bf16,Bengali,40,107.17344665527344,105
bf16,Bengali,41,251.91195678710938,214
bf16,Bengali,42,86.1963119506836,89
bf16,Bengali,43,245.00479125976562,241
bf16,Bengali,44,190.2156524658203,181
bf16,Bengali,45,101.140380859375,78
bf16,Bengali,46,93.06036376953125,81
bf16,Bengali,47,192.59246826171875,156
bf16,Bengali,48,129.6258544921875,125
bf16,Bengali,49,175.6079559326172,129
bf16,Bengali,50,150.62220764160156,95
bf16,Bengali,51,209.40322875976562,263
bf16,Bengali,52,154.776123046875,147
bf16,Bengali,53,146.13919067382812,142
bf16,Bengali,54,224.48904418945312,195
bf16,Bengali,55,140.82489013671875,123
bf16,Bengali,56,240.60836791992188,221
bf16,Bengali,57,140.75210571289062,129
bf16,Bengali,58,182.0712432861328,156
bf16,Bengali,59,189.53335571289062,180
bf16,Bengali,60,281.2449035644531,255
bf16,Bengali,61,125.35458374023438,112
bf16,Bengali,62,103.68548583984375,83
bf16,Bengali,63,146.4703369140625,109
bf16,Bengali,64,263.1289978027344,243
bf16,Bengali,65,76.01800537109375,85
bf16,Bengali,66,507.8563537597656,489
bf16,Bengali,67,204.48773193359375,208
bf16,Bengali,68,89.42585754394531,80
bf16,Bengali,69,203.75631713867188,283
bf16,Bengali,70,179.05877685546875,168
bf16,Bengali,71,377.73919677734375,322
bf16,Bengali,72,236.4783935546875,226
bf16,Bengali,73,170.76686096191406,142
bf16,Bengali,74,215.5087432861328,216
bf16,Bengali,75,79.35482788085938,47
bf16,Bengali,76,65.24855041503906,64
bf16,Bengali,77,102.40550994873047,87
bf16,Bengali,78,373.34454345703125,302
bf16,Bengali,79,272.20550537109375,343
bf16,Bengali,80,173.9515380859375,139
bf16,Bengali,81,128.52023315429688,114
bf16,Bengali,82,190.20718383789062,140
bf16,Bengali,83,229.425537109375,171
bf16,Bengali,84,123.76236724853516,73
bf16,Bengali,85,337.80914306640625,312
bf16,Bengali,86,96.62899017333984,82
bf16,Bengali,87,73.3117446899414,47
bf16,Bengali,88,134.41368103027344,91
bf16,Bengali,89,147.1064453125,108
bf16,Bengali,90,94.21647644042969,73
bf16,Bengali,91,71.09274291992188,101
bf16,Bengali,92,128.06924438476562,102
bf16,Bengali,93,158.00152587890625,133
bf16,Bengali,94,121.96249389648438,76
bf16,Bengali,95,128.27163696289062,113
bf16,Bengali,96,76.91255187988281,69
bf16,Bengali,97,227.47503662109375,169
bf16,Bengali,98,225.08953857421875,182
bf16,Bengali,99,203.8865966796875,159
bf16,Bengali,100,94.7738037109375,80
bf16,Bengali,101,222.09878540039062,145
bf16,Bengali,102,110.0704574584961,79
bf16,Bengali,103,79.20329284667969,49
bf16,Bengali,104,91.165771484375,49
bf16,Bengali,105,64.0496826171875,37
bf16,Bengali,106,92.884765625,91
bf16,Bengali,107,78.87214660644531,62
bf16,Bengali,108,306.49542236328125,270
bf16,Bengali,109,220.11264038085938,153
bf16,Bengali,110,116.02885437011719,108
bf16,Bengali,111,111.59562683105469,109
bf16,Bengali,112,104.74244689941406,87
bf16,Bengali,113,75.16627502441406,61
bf16,Bengali,114,271.84039306640625,213
bf16,Bengali,115,179.90106201171875,132
bf16,Bengali,116,231.2014923095703,189
bf16,Bengali,117,131.26693725585938,149
bf16,Bengali,118,74.27192687988281,42
bf16,Bengali,119,289.5900573730469,250
bf16,Bengali,120,206.54681396484375,170
bf16,Bengali,121,204.65968322753906,140
bf16,Bengali,122,73.21611785888672,74
bf16,Bengali,123,84.18923950195312,49
bf16,Bengali,124,104.34600067138672,77
bf16,Bengali,125,138.0550079345703,92
bf16,Bengali,126,131.3137969970703,106
bf16,Bengali,127,95.58296203613281,72
bf16,Bengali,128,175.98971557617188,113
bf16,Bengali,129,157.09979248046875,121
bf16,Bengali,130,221.49221801757812,158
bf16,Bengali,131,107.78389739990234,86
bf16,Bengali,132,129.91375732421875,121
bf16,Bengali,133,174.4584503173828,169
bf16,Bengali,134,244.73150634765625,238
bf16,Bengali,135,330.0307922363281,273
bf16,Bengali,136,144.53994750976562,134
bf16,Bengali,137,75.93982696533203,92
bf16,Bengali,138,206.596923828125,220
bf16,Bengali,139,149.4776611328125,140
bf16,Bengali,140,147.5037384033203,114
bf16,Bengali,141,181.3682861328125,160
bf16,Bengali,142,255.93045043945312,224
bf16,Bengali,143,165.3255615234375,143
bf16,Bengali,144,108.87643432617188,74
bf16,Bengali,145,271.2593688964844,253
bf16,Bengali,146,111.3913803100586,112
bf16,Bengali,147,293.068359375,301
bf16,Bengali,148,122.42021179199219,98
bf16,Bengali,149,239.15884399414062,213
bf16,Bengali,150,149.3419189453125,107
bf16,Bengali,151,156.90542602539062,134
bf16,Bengali,152,81.8117904663086,68
bf16,Bengali,153,186.56631469726562,147
bf16,Bengali,154,142.23492431640625,157
bf16,Bengali,155,120.47163391113281,94
bf16,Bengali,156,232.69140625,207
bf16,Bengali,157,80.61278533935547,89
bf16,Bengali,158,157.70103454589844,160
bf16,Bengali,159,391.4098815917969,265
bf16,Bengali,160,144.2733154296875,129
bf16,Bengali,161,92.08121490478516,75
bf16,Bengali,162,125.5077896118164,72
bf16,Bengali,163,198.04833984375,181
bf16,Bengali,164,88.70034790039062,109
bf16,Bengali,165,132.0427703857422,100
bf16,Bengali,166,131.05929565429688,129
bf16,Bengali,167,121.79316711425781,60
bf16,Bengali,168,197.33120727539062,137
bf16,Bengali,169,108.43911743164062,72
bf16,Bengali,170,110.38771057128906,82
bf16,Bengali,171,132.6517333984375,129
bf16,Bengali,172,148.08297729492188,133
bf16,Bengali,173,207.87417602539062,162
bf16,Bengali,174,178.42312622070312,159
bf16,Bengali,175,117.72510528564453,118
bf16,Bengali,176,168.89395141601562,122
bf16,Bengali,177,310.30267333984375,295
bf16,Bengali,178,153.93016052246094,135
bf16,Bengali,179,207.30381774902344,162
bf16,Bengali,180,238.14395141601562,180
bf16,Bengali,181,247.0469207763672,193
bf16,Bengali,182,146.7208709716797,118
bf16,Bengali,183,70.37596893310547,65
bf16,Bengali,184,84.40341186523438,64
bf16,Bengali,185,113.52909851074219,80
bf16,Bengali,186,245.4241943359375,237
bf16,Bengali,187,65.40333557128906,53
bf16,Bengali,188,269.36663818359375,237
bf16,Bengali,189,186.94638061523438,172
bf16,Bengali,190,146.90118408203125,106
bf16,Bengali,191,177.49337768554688,154
