precision,language,idx,hyp,chrf
bf16,Hindi,50,"Therefore, the interest rate is not due to the date of the deposit, and as a result, the interest is lost.",36.82874194870914
bf16,Hindi,51,"The possibility of improving payment systems with other jurisdictions, including the introduction of UPI, which is India's fastest payment system, is expected to bring about improvements in payment systems with other jurisdictions, including the introduction of UPI, which is India's fastest payment system.",53.228891151767655
bf16,Hindi,52,Liquefied Natural Gas (LNG) is becoming very important in the energy sector due to its use in power plants and industrial (food) plants.,49.27431147330165
bf16,Hindi,53,"However, marketing sites can help you increase sales, but they do not make you a very long-term company or a brand that is saleable.",33.16127759011311
bf16,Hindi,54,Payment processors (P.A.) were made liable under the rules in March 2022 and appointed as Payment System Operators (P.S.O.) due to their significant contribution to the payment system.,44.01452667688128
bf16,Hindi,55,The current regulations apply to the same payment groups that are involved in online or e-commerce transactions.,55.809305789597104
bf16,Hindi,56,"According to the records, a country will benefit from international trade in such goods in which the most profit was made, and in such goods in which it was relatively less (even if it was positive) in every way.",36.68939953325536
bf16,Hindi,57,"In the last six months of 2021, the bank's savings account grew at a rate of 16.2 percent year-on-year, compared to 6.7 percent a year earlier.",41.461495648986016
bf16,Hindi,58,"The cost of the expenses incurred before and after harvesting crops, such as sowing, weeding, cutting, thinning, classification and transportation of the products of the harvest, is paid for.",36.7654310681623
bf16,Hindi,59,Medium- to long-term loans are provided for the purchase of agricultural machinery for irrigation and other developmental works in the fields of agriculture.,58.57586239017344
bf16,Hindi,60,The banking inspector is trying to check the impact of shadow banks on traditional banks and is trying to limit it through better regulation of capital and current deposits in order to affect the general economy as well as the financial sector.,47.717711760342766
bf16,Hindi,61,The official area and more and better information are gathering and searching for vulnerabilities during the global financial crisis.,64.96279357211363
bf16,Hindi,62,Market price is determined by the equilibrium between supply and demand.,40.81549510697028
bf16,Hindi,63,"The equilibrium price and other characteristics (for example, income) of this equation determine the supply and demand level.",58.11522372305602
bf16,Hindi,64,The balance of payments is calculated by adding the net inflow of foreign exchange (such as interest and dividends from foreign investments or employees) and outflows (such as foreign aid) which are usually a small part of the total amount.,55.38808189766041
bf16,Hindi,65,The trade balance is the difference between the value of exports and imports of goods and services.,73.55053995514808
bf16,Hindi,66,"State Minister Shri Girija Singh, Small, Cottage and Medium Enterprises (MSME), (Independent Charge), according to the Department of MSME, who gave the keynote address at the 15th S.M.E. Global Summit held in New Delhi on December 19-20, 2018, has made the Ministry of MSME's efforts to improve our category in the global E.O.D.B. series a constant effort",43.467166341692
bf16,Hindi,67,"Taking into account these factors, the inflation is expected to remain at 6.7 percent for the year 2022-23, where the risks are balanced equally in the second quarter at 7.1 percent; in the third quarter at 6.5 percent; and in the fourth quarter at 5.8 percent.",61.12206264650256
bf16,Hindi,68,"India's import has been decreasing, but its export has been growing more than imports.",34.01789335674053
bf16,Hindi,69,"Currently, the growth accounting is mainly focused on economic performance (growth rate, fiscal deficit as a percentage of GDP, public debt as a percentage of GDP, tax revenue as a percentage of GDP, etc.), social performance (poverty, discrimination, employment level, nutritional status of the population, etc.).",75.58522062669563
bf16,Hindi,70,"The main topic of current economic discussions is to maintain a balance between social and economic performance, which is somewhat ignored in the relationship between environmental performance and these two.",62.83395878239752
bf16,Hindi,71,The current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of the current value of the cash flows of,19.81303513059692
bf16,Hindi,72,"In order to emerge from the current financial crisis and to maintain financial stability, the Reserve Bank of India has provided a special liquidity facility of Rs. 50,000 crore to the Marginal Standing Facility (MSF) to help restore confidence in the financial markets.",51.92162013708448
bf16,Hindi,73,"The recent sharp rise in the number of elderly people and the additional large number of elderly people have led to a worsening economic situation, a high degree of instability, and a growing reluctance to take risks.",32.14770061631346
bf16,Hindi,74,"Full value notes issued by RBI will be considered as cash in the Treasury Branches, while half-value notes and cancelled notes will be considered as presentation notes and processed accordingly.",46.054519992350926
bf16,Hindi,75,The amount of loans in India has increased very much.,22.23940565284492
bf16,Hindi,76,"Despite the turbulent global environment, India has remained a stable economic power.",41.10990475265004
bf16,Hindi,77,There is a panic in financial markets that could have potential effects on the real economy and financial stability.,63.71587421270948
bf16,Hindi,78,"When the number of notes given exceeds 5 and their total value exceeds 5,000, it is advised that the person who is giving the notes should send them to the branch of the bank with the bank account number, branch name, IFSC code, etc. along with a stamped envelope to the branch of the bank or go to the branch of the bank and exchange the notes themselves.",38.098138873985455
bf16,Hindi,79,"The court also considered that the privacy of personal information and facts is an extremely important component of the right to privacy and therefore it is mandatory to prioritize the best interests of citizens when collecting information for publication by C.B.D.C., and only those private information that are necessary can be collected, and the information can only be used for those purposes for which it was obtained.",49.24046978619708
bf16,Hindi,80,Cyber-attacks are attempts to gain unauthorized access to a computer or network in order to steal data or services.,47.69888408299296
bf16,Hindi,81,All packaged foods and dehydrated foods contain a lot of sodium because they are preserved by using salt as a preservative.,49.68133017149239
bf16,Hindi,82,"When the vehicle is moving at a speed, suddenly stopping, changing the speed of the vehicle or entering the inner part of an uncontrolled car in an accident, it can be dangerous.",39.159637128391175
bf16,Hindi,83,"But the same morning, a white prisoner who had been released by the British, reached General's camp and told him that he had heard that the fort would be vacated but only when he changed his mind.",36.46178325564481
bf16,Hindi,84,"At the time, General Robert Mountgomery was the main officer of the army in Lahore.",53.08544878329401
bf16,Hindi,85,"Although the number of British soldiers was four times as many as the Chinese soldiers in the Mian Mir camp, the British officers did not have any doubts about the presence of the Chinese soldiers in the camp until the news reached them, and when the news reached them, they were unable to determine whether they were in contact with the Chinese soldiers secretly or not.",44.019941528727536
bf16,Hindi,86,"Their addiction is not only harmful to their brains, but also has a negative impact on their minds.",38.4234146455706
bf16,Hindi,87,"Every day, new pieces of land were coming from both sides.",50.38978068702874
bf16,Hindi,88,"If any personal hatred exists, then the name of Mangal Pandey would not be on the list of martyrs, but on the list of murderers.",46.47265783659733
bf16,Hindi,89,"He looked at me for a moment and said politely, ""I'm sorry, we don't have any empty seats.""",36.68374988945666
bf16,Hindi,90,"Have you ever thought that if we do not remove garbage from our homes and surroundings, what would happen?",66.21290478303415
bf16,Hindi,91,"In recent years, the world around us has undergone a lot of changes due to the use of digital technology.",79.07475572806987
bf16,Hindi,92,"In the past, it took many days to get a letter, and each recipient received his own copy and responded separately.",56.563421850489846
bf16,Hindi,93,The revolutionary fervor in them is either considered holy or sinful depending on whether they are in favor of or against the principles of the theory.,34.44598550110212
bf16,Hindi,94,"Every time, after the death of his wife, Mahatma Gandhi married four times.",45.43624925298862
bf16,Hindi,95,This article has become a social responsibility for writers to write to make people aware of the concept of justice and freedom from slavery.,59.58485206963216
bf16,Hindi,96,The fact alone is enough to estimate their capacity and character.,54.36753831104214
bf16,Hindi,97,"We could see them clearly entering the city with the whole discipline, waving the flags and banners in the air, and following the rhythm of the military music.",44.12944472133542
bf16,Hindi,98,"They read together Ramayana and Mahabharata; they also read descriptions of the battles of Marathas, and they were both young hearts beating with great inspiration from the great stories of Hindu valour.",42.30910322518966
bf16,Hindi,99,The lack of sufficient amount of satellite data for monsoon season has been a major hindrance in using remote sensing data for agricultural applications.,47.90806273177458
bf16,Hindi,100,"When we click on a malicious advertisement on the internet, it can also reach our computer system.",79.78748915028612
bf16,Hindi,101,"He saw his cave in danger and ran out of his mother's cave to the open, and with his terrible claws he killed the enemy and made him a bloody mess.",41.36452099490948
bf16,Hindi,102,They left with him and threatened to attack Kanpur.,41.306566705912
bf16,Hindi,103,The Sheth and his officers surrounded me.,51.69712634332291
bf16,Hindi,104,"Then, Zaryj II ruled for a while.",25.20783360719451
bf16,Hindi,105,Both brothers were very fond of each other.,47.29076916179193
bf16,Hindi,106,"I thought that if they agreed to the proposal, it would be possible to explain it to others for them to agree.",53.486968034386464
bf16,Hindi,107,The most dynamic element of urban areas is the various means of transport.,69.4459102856631
bf16,Hindi,108,"Right-hand logging ensures that if the log is lost, the process of re-logging is systematically conducted to search for all complete and permanent changes in the cell storage on the basis of the advice of the log, or to set new values on the basis of the previous values.",36.42097724182052
bf16,Hindi,109,"The first thing that is most confusing is that if more than one thing is blocked, it takes more time to reach and open them, and the arguments for utility are more complex.",37.74555601554906
bf16,Hindi,110,"If there is a swimming pool, it can be practiced to save drowning people.",30.98242207841258
bf16,Hindi,111,Students should be encouraged to ask questions if they have any doubts about the process of first aid for swimming.,83.65122347362457
bf16,Hindi,112,It was important to find out whether the Punjab sepoys had awakened to the national freedom movement to the extent that they were patriotic.,48.66300098644548
bf16,Hindi,113,This kind of forgiveness was not easy for my father.,51.2806738278985
bf16,Hindi,114,This rebellion was a kind of a blessing for Henry because now he had a select and loyal army with the help of the British and the Indian troops and two Sikh and Hindu battalions which had been proved loyal in the crucible of tests.,36.99833878030403
bf16,Hindi,115,"The weapons were arranged in a systematic manner, breakfast was ready, and hungry people were chewing their first mouthful; cups of drinks were ready.",55.60932764865127
bf16,Hindi,116,"The British soldiers, you did not get your breakfast because of hard work, but because of hard work, you got your breakfast; so enjoy your breakfast with your army commanders in these common bean gardens!",41.40659689085813
bf16,Hindi,117,"You have seen plants growing in the nursery that then grow into plants, or you have seen dogs growing into puppies, or you have seen birds growing into chicks.",45.28479076659615
bf16,Hindi,118,Boys are also equally vulnerable to sexual harassment.,72.98534940609511
bf16,Hindi,119,"When the electricity went out in Jhansi and it was being cut off, when the son of the king was preparing to take his sword out of the mian, he threatened and said that if they took their swords out of the mian, he would inform the dacoits about their movements and then cut their heads.",32.56298599118696
bf16,Hindi,120,The film director who was responsible for popularizing dangerous stunts in films was G.B. Vadiya and his brother Homi Vadiya.,44.79277525142936
bf16,Hindi,121,"The train adventure film The Great Train Robbery (1932), which features many scenes of fist fights on the train's roof, became the king of this genre.",40.17249579468517
bf16,Hindi,122,"Assamese cinema is primarily Assamese cinema, which is seen mainly in Assam.",51.719432513910405
bf16,Hindi,123,The best translations are not as transparent as the original works.,38.62036520762664
bf16,Hindi,124,"It is a temporary hand washing, and it is clear that the intention is there.",29.989341538759835
bf16,Hindi,125,"They make the novel more than just a novel and result in a hybrid case, a mishmash of many genres.",38.69065403810967
bf16,Hindi,126,"The first online film appreciation course was started by F.T.I.I. on June 15 to July 11, 2020.",32.86475230882485
bf16,Hindi,127,"The course was prepared by the National Film Archive of India, Pune in collaboration with the National Film Archive of India, Pune.",65.49822117308078
bf16,Bengali,0,"The outward appearance is a group of characteristics of the person providing services, such as shoes, clothing, tie, jewelry, hairstyle, makeup, watch, perfume, etc.",53.563605016236416
bf16,Bengali,1,"The Ajanta Caves, located in Aurangabad district of Maharashtra, are adorned with 13th-century Buddhist and Jain sculptures and paintings from the first to the fifth centuries AD.",57.70858621063605
bf16,Bengali,2,"The color of the skin blends with the outline of the body, creating a sense of density.",34.20273933368158
bf16,Bengali,3,"Where the previous tradition was to build with wood and earth, Ashoka started using stone for building sculptures and monumental structures.",50.79861349457042
bf16,Bengali,4,"This delicious and popular dish is made by frying potatoes in a spicy batter, then deep-frying them in hot oil until they are golden brown.",28.82402439315082
bf16,Bengali,5,"Chettinad cuisine is a Tamil Nadu state cuisine, or their own name, called the city of the city.",37.18762562527586
bf16,Bengali,6,Darjeeling is primarily produced in India and is used as a fragrant substance from the beginning of its use as a medicinal substance.,32.957617870271186
bf16,Bengali,7,"Grind these into a dry, coarse powder.",23.778197073395223
bf16,Bengali,8,"Each city in Punjab has its own choice, such as Amritsar's people prefer Amritsari kulcha, poori and dairy products.",43.12317937336846
bf16,Bengali,9,Ram was with the Rishi and also with the Laksmna.,26.0713147390779
bf16,Bengali,10,But the heroic deeds of the Martian were done through the dedication to high and noble principles.,46.29258159849879
bf16,Bengali,11,"When the onions are translucent, add them to the meat and cook them for about 5-6 minutes with a little bit of turmeric powder.",47.52653120956404
bf16,Bengali,12,"Hitaopad is a book that explains the world of birds, animals and human beings through the character of the world.",53.6230427235098
bf16,Bengali,13,The purpose of this book is to encourage the development of the ability to express one's own opinion and to promote the teaching of knowledge-based rituals.,44.325236396142905
bf16,Bengali,14,"In his pioneering work on the history of the city of Howrah (first and second volumes), published in 1994 and 1995, Professor Asit Kumar Bandyopadhyay played a pioneering role in the history of the city of Howrah.",50.26633119793663
bf16,Bengali,15,"The front part of the courtyard of a traditional house is usually covered with a half-circular courtyard with a picture of a traditional house, and, in some cases, there is no courtyard window visible.",41.42681722874468
bf16,Bengali,16,The 'Maharaja' and 'Khan Samas' (the names of the experts in the field of cuisine in India) have perfected the recipes for generations and have been passed down orally for centuries.,42.48759988651396
bf16,Bengali,17,"Traditionally, a cook or a head cook with a team of assistants cooks the food.",26.815324105312836
bf16,Bengali,18,Pao Vadi: Pao is a soft roll of flour (pao) filled with a thick vegetable curry (vadi) in the form of a typical quick meal of Maharashtra.,36.45381207359151
bf16,Bengali,19,"The red deer and the Haba Khutun of Kashmir are known for their mystery and intense suffering, the poems of Maharaja Ratan Singh of Rajasthan are known for their unique devotional qualities, the mystery of the Andaman Islands in Tamil and the speech of Akka Mahadevi in Kannada are evidence of the great contributions of women in the literary world of the past.",47.2558925940869
bf16,Bengali,20,The Bhawagha cave where there are Buddhist wall paintings is 97 kilometers away from the district of Dhar in Madhya Pradesh.,46.90780585768037
bf16,Bengali,21,"The general meaning of the word ""trunk"" in the context of culture is a tree or a tree, but in the context of ornament, it is the lowest part or the lower part of a tree or a tree.",42.5893253035738
bf16,Bengali,22,The Indus civilization is known for its technological knowledge in various fields.,67.16959093281497
bf16,Bengali,23,All Kauravas died; only Pandava brothers and Krishna survived.,66.21744007982714
bf16,Bengali,24,The war lasted for eighteen days and the Kauravas were defeated with it.,52.8179540870168
bf16,Bengali,25,"The central story of the Mahabharata is the conflict between the Vratas, a male-line royal dynasty that ruled over modern Delhi, and the Vratas, a male-line royal dynasty that ruled over modern Delhi.",39.28117452488513
bf16,Bengali,26,"In Karnataka, the number of vegetarians is higher than that of meat-eaters, and therefore, vegetarian food is included in their cooking.",45.46762016037548
bf16,Bengali,27,He told me that he was describing what was happening on the battlefield.,46.73610573918175
bf16,Bengali,28,"The two epics, Silappadikaram and Manimekalai, are available in Tamil.",62.29056776162231
bf16,Bengali,29,"In this region, pepper is used with caution.",31.939289738911224
bf16,Bengali,30,"The word ""yoga"" is derived from the root ""yuj"" meaning ""to join"" or ""to unite"".",47.86918949471746
bf16,Bengali,31,Odishan culture has emerged from the endless sculptures carved on the walls of temples in Puri.,53.08946372519202
bf16,Bengali,32,"Bhishmadeva now turned his back on the king and respectfully said: ""King, if you refuse to do so once, it will be bad for you.""",31.7151113356758
bf16,Bengali,33,"After realizing the extent of Arjuna's disappointment, Krishna began to teach him about the mystery of religious duties on earth.",35.289899589225264
bf16,Bengali,34,"When adding rice flour to the pot, add a little coconut powder in it.",25.35796661969861
bf16,Bengali,35,"You can start with a teaspoon of coconut powder, then mix the rice flour well.",26.08845036831476
bf16,Bengali,36,"The magnificent Mandir of Nanda Devi was built by Maharaja Ranjit Singh in 1835 AD, which is a beautiful golden dome with exquisite carvings.",35.71378088132969
bf16,Bengali,37,"Samaveda is a collection of verses proposed by the Samavedic school, which maintains the rhythm of the verses and the rhythm of the verses.",32.04162146211309
bf16,Bengali,38,The description of Kosala from the Mahabharata clearly shows that the ancient city of Kosala was not inferior to modern-day cities.,48.97642646574963
bf16,Bengali,39,"Once you say 'I will do it', there is no other way to do it.",34.46024824817751
bf16,Bengali,40,There are various opinions on the exchange rate of the Indian rupee and the adequacy of foreign exchange reserves in our foreign currency.,54.3590504695466
bf16,Bengali,41,"If a credit card account is not paid in full for more than three days, it will be reported to the Credit Card Payment Information Agency (CICI) or fined, such as the fine for late payment.",37.947144944713614
bf16,Bengali,42,Countries can encourage inward investment for economic development by promoting it.,44.57049513279383
bf16,Bengali,43,"However, if the package is implemented within 90 days of the application for the package, the status of the classification of assets at the time of the application for the package will be restored.",43.29125683500087
bf16,Bengali,44,"Is personal capital accumulation necessarily concentrated in the hands of a small number of people, or does it balance the forces of growth, competition and technological progress?",49.83254172171927
bf16,Bengali,45,It intervenes in the market to maintain stability and keep hope alive.,50.207922613569565
bf16,Bengali,46,The second quarter of the year shows a stable economic activity in the high-use sector.,29.596141332793312
bf16,Bengali,47,"The main factor of aggregate economy is how a country and all markets connect to create a large phenomenon, which economists call aggregate demand.",40.13052629437736
bf16,Bengali,48,The limit of liquidity is used to indicate the limit of financial assets sold at a price close to the market value within a short period of time.,45.480999807162696
bf16,Bengali,49,"In broad terms, the policy of recognition of income should be based on a non-biased and evidence-based approach rather than a subjective and retrospective approach.",51.420752364626985
bf16,Bengali,50,"Therefore, there is no more interest on the part of the N.P.A. and the interest will be paid only when the date of the redemption of the N.P.A. is over.",35.680366443124946
bf16,Bengali,51,"The UPI system, which is similar to the other financial systems, will be linked to the inter-country payment system, which will improve cross-border payment systems that include remittance along with sending money.",36.98429952487059
bf16,Bengali,52,Liquefied Natural Gas (LNG) is of greater importance to the Energy Department due to its use in power plants and industrial (chemical) plants.,49.84396319817313
bf16,Bengali,53,"However, markets are not only helpful for increasing your sales, but they are not helpful for building a sustainable business and creating a marketable brand of your own.",49.8939630692161
bf16,Bengali,54,The money collectors (P.A.s) play an important role in the ecosystem and are therefore included in the law of the land in March 2020 and are called Money Collectors (P.S.O.).,41.66460623207065
bf16,Bengali,55,"However, the current rules apply only to those who process online or conduct electronic transactions.",37.21662330359601
bf16,Bengali,56,"Ricardo's insight was that a country, despite its comparative advantage, would export its largest free trade goods, and import its relatively less free trade goods to make a profit from trade.",39.33323936863854
bf16,Bengali,57,"As of September 9, 2022, the amount of deposits in the bank's savings account has increased by 16.2% annually, compared to 6.7% in the previous year.",29.382893899684
bf16,Bengali,58,"Their own crops, including pre-harvest and post-harvest activities, include spraying pesticides, weeding, harvesting, threshing, threshing and transportation.",57.85354745969728
bf16,Bengali,59,"Agricultural and other related activities will include the purchase of agricultural machinery, irrigation for agricultural activities, and other developmental works by farmers, farmers, and other agricultural activities.",57.52681044572272
bf16,Bengali,60,"The approval of the replication banks has been given by the financial department and the economy, which has led to the examination of the traditional banks by these banks and the attempt to restrain the banking regulators through the prudent capital and liquidity law.",41.69320266858728
bf16,Bengali,61,The government has been collecting more and more information and looking for hidden vulnerabilities since the start of the global financial crisis.,64.34814758373297
bf16,Bengali,62,The equilibrium price is determined by the demand for a certain amount of goods at a certain price.,42.922569948889794
bf16,Bengali,63,The equilibrium equations determine the level of supply and demand as the price and other variables (such as income and expenditure) as the supply and demand.,63.11461447069197
bf16,Bengali,64,"At that time, the amount in the account was the total factor income (i.e., interest, foreign investment dividends, or remittances sent by employees) and foreign aid, which are usually a small fraction of the total amount.",49.36493093348864
bf16,Bengali,65,The difference between exports and imports is the balance of trade.,37.51628373353672
bf16,Bengali,66,"The state minister for micro, small and medium enterprises (MSMEs) Shri Giriraj Singh said that the state has made significant progress in the last five years in terms of ranking in the World Bank's Enterprise Survey and in terms of being included in the World Bank's Global Supply Chain Council. He said that the state has made significant progress in the last five years in terms of ranking in the World Bank's Enterprise Survey and in terms of being included in the World Bank",29.722674293170915
bf16,Bengali,67,"In the first three months of the year, the inflation rate was 7.1 percent; in the second three months, it was 6.5 percent; and in the fourth three months, it was 5.8 percent, and it was maintained at 6.7 percent for the whole of 2022-23.",43.27847001982396
bf16,Bengali,68,"India's import growth has slowed down, but it has surpassed the growth of exports.",44.24746716126975
bf16,Bengali,69,"Currently, the growth rate is mainly based on economic activity (growth rate, percentage of GDP, percentage of government debt, percentage of GDP, percentage of tax revenue, etc.), and social activity (poverty, inequality, employment rate, population nutrition rate, etc.).",53.48191011096248
bf16,Bengali,70,"The current economic discussions are so much focused on the social and economic balance of the two, that the environmental aspect is somewhat neglected.",50.11914530868291
bf16,Bengali,71,"The repayment of the loan is represented by the current value of the cash flow representing the present value of the loan amount at the time of repayment, and the amount of capital is calculated as the appropriate maturity premium and risk premium for the borrower class at the time of repayment.",42.77784631899891
bf16,Bengali,72,"In the future, the Reserve Bank of India (RBI) has introduced a special liquidity facility for the Special Liquidations of the Foreign Exchange Market (SLF-MLF) with a special liquidity facility of Rs 50,000 crore for the Reserve Bank of India (RBI).",38.28111600915632
bf16,Bengali,73,"In recent years, the rate of extreme weather events has increased and the advance of the warning has led to the birth of financial instability, further uncertainty and risk aversion.",39.12595815526381
bf16,Bengali,74,Full-value banknotes will be considered as cash in the hands of the Central Bank of the Republic of India and as notes for the purpose of settlement in the hands of the Reserve Bank of India and will be processed accordingly.,35.99971465744001
bf16,Bengali,75,The amount of credit protection in India has increased significantly.,23.169157611474787
bf16,Bengali,76,"Despite the unstable world environment, the Indian economy is stable.",48.11455424095985
bf16,Bengali,77,There is a risk of a weak economic and financial market with a strong outcome of the real economy and financial stability.,55.18950366679031
bf16,Bengali,78,"If a person gives you a note with more than five, but not more than 5,000, then the note should be sent to the nearest branch of the bank with the account number, branch name, IFSC code, etc. of the person who gave it to you.",32.13171844766184
bf16,Bengali,79,The court also noted that the right to privacy is an essential part of the right to privacy and that it is therefore mandatory to prioritize the interests of the public in collecting information when issuing a C.B.D.C.,32.71952397667599
bf16,Bengali,80,Information or services are inactive or destroyed by a cyber criminal who attacks a computer or network to gain access to another computer or network.,52.92746759523803
bf16,Bengali,81,All packaged and canned food items contain high levels of sodium due to the presence of sodium bicarbonate as a preservative.,66.87852143044437
bf16,Bengali,82,"If you suddenly brake or cut across a car on a moving vehicle, it can fly in one direction from the other side.",19.74591336744179
bf16,Bengali,83,"But, the next day, a white prisoner, who was being forced to do the same thing, told the commander of the fortress that he would not leave the fortress without taking revenge.",28.528362037618997
